"VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_TRABAJA","AGR_TRABAJA","AGR_ESCOLARIDAD","AGR_EST_CIV"
49,3,2,1,49,3
99,3,2,9,99,3
99,9,2,2,99,3
49,3,1,2,26,3
29,3,1,1,29,3
49,3,1,2,33,3
10,3,1,2,10,3
10,3,1,2,10,3
10,3,1,1,44,3
55,3,1,2,46,3
39,3,9,9,99,3
99,3,1,2,10,3
33,3,1,1,26,3
99,2,1,1,21,3
10,2,2,9,10,3
26,3,2,1,23,3
26,3,2,2,10,3
29,3,2,1,29,3
39,3,2,2,29,3
39,3,2,2,39,3
49,3,2,2,29,3
10,5,2,1,26,3
26,2,1,2,44,3
26,3,1,2,26,3
33,3,1,2,26,3
33,3,1,2,46,3
26,3,1,2,10,3
26,1,2,1,26,3
25,2,2,2,26,3
25,2,2,1,33,3
10,3,2,1,10,3
10,3,2,1,26,3
10,3,2,1,10,3
10,3,2,1,25,3
10,3,2,1,26,3
10,3,2,1,10,3
10,3,2,1,26,3
23,3,2,1,26,3
23,3,2,1,25,3
23,3,2,2,26,3
24,3,2,1,26,3
25,3,2,1,49,3
25,3,2,1,26,3
25,3,2,1,26,3
26,3,2,1,24,3
26,3,2,1,26,3
26,3,2,1,33,3
26,3,2,1,26,3
26,3,2,1,25,3
26,3,2,1,33,3
26,3,2,1,26,3
26,3,2,1,33,3
26,3,2,1,33,3
29,3,2,2,29,3
29,3,2,1,49,3
31,3,2,1,33,3
32,3,2,1,26,3
32,3,2,2,33,3
33,3,2,1,26,3
33,3,2,2,46,3
33,3,2,1,33,3
33,3,2,1,33,3
33,3,2,1,26,3
33,3,2,2,33,3
33,3,2,1,33,3
39,3,2,1,39,3
39,3,2,1,39,3
44,3,2,1,32,3
39,9,2,1,29,3
45,3,1,2,26,3
33,3,1,1,33,3
26,3,1,2,26,3
33,3,1,2,33,3
32,3,1,2,26,3
33,3,1,2,49,3
45,3,1,2,22,3
33,3,1,1,33,3
21,3,1,1,23,3
49,1,1,2,39,3
10,3,1,1,39,3
10,3,1,2,23,3
49,2,1,2,49,3
33,3,1,1,10,3
10,5,2,1,26,5
26,3,2,2,26,5
10,5,2,1,10,5
10,5,2,1,26,5
39,5,1,2,29,5
10,5,2,1,39,5
10,5,2,1,26,5
22,5,2,1,26,5
45,5,1,1,26,5
10,5,2,1,33,5
22,5,2,1,26,5
26,5,2,1,26,5
26,5,2,1,33,5
45,5,2,2,24,5
46,5,2,1,46,5
46,5,1,1,44,5
39,5,1,1,10,5
26,5,1,2,26,5
10,1,2,9,99,9
39,9,2,2,49,9
49,9,2,1,49,9
99,9,2,1,99,9
99,9,2,9,99,9
39,9,1,1,49,9
45,9,1,1,39,9
99,9,1,1,39,9
29,9,1,2,24,9
23,9,1,1,33,9
49,9,1,9,39,9
24,9,1,1,23,9
99,9,1,1,99,9
25,9,2,1,10,9
29,9,2,2,29,9
49,9,1,2,39,9
33,9,2,1,45,9
49,9,1,1,39,9
25,9,2,1,26,9
99,9,2,9,99,9
46,9,1,1,31,9
26,9,1,2,26,9
39,2,2,2,10,9
26,9,1,2,32,9
33,9,2,2,10,9
10,1,2,2,10,9
24,1,2,2,23,9
26,1,2,1,26,9
39,1,2,1,10,9
49,1,2,9,10,9
10,2,2,9,99,9
39,2,2,2,39,9
55,2,2,9,10,9
10,9,2,1,10,9
10,9,2,2,10,9
10,9,2,9,99,9
10,9,2,2,10,9
10,9,2,1,22,9
10,9,2,2,44,9
10,9,2,9,99,9
10,9,2,1,29,9
10,9,2,1,10,9
10,9,2,1,10,9
10,9,2,2,26,9
21,9,2,1,21,9
21,9,2,1,21,9
23,9,2,1,22,9
23,9,2,1,24,9
23,9,2,9,99,9
25,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,10,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,2,32,9
26,9,2,1,26,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,10,9
29,9,2,9,29,9
29,9,2,2,29,9
29,9,2,1,29,9
29,9,2,1,39,9
29,9,2,1,22,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,39,9
29,9,2,2,29,9
29,9,2,1,29,9
29,9,2,2,39,9
29,9,2,1,29,9
31,9,2,2,45,9
31,9,2,1,33,9
32,9,2,1,33,9
33,9,2,1,46,9
33,9,2,1,33,9
39,9,2,1,29,9
39,9,2,1,29,9
39,9,2,1,49,9
39,9,2,1,39,9
39,9,2,1,49,9
39,9,2,1,29,9
39,9,2,1,99,9
39,9,2,1,39,9
44,9,2,1,10,9
44,9,2,1,44,9
44,9,2,1,44,9
46,9,2,1,33,9
46,9,2,2,45,9
46,9,2,1,26,9
49,9,2,2,29,9
49,9,2,1,49,9
59,9,2,2,49,9
59,9,2,1,39,9
59,9,2,2,49,9
99,9,2,1,39,9
99,9,2,1,99,9
99,9,2,9,99,9
99,9,2,9,99,9
99,9,2,9,99,9
49,9,1,2,44,9
46,9,1,1,33,9
49,9,1,1,49,9
33,9,1,9,24,9
46,9,1,2,26,9
49,9,1,2,49,9
49,9,1,2,29,9
39,9,1,2,39,9
49,9,1,1,49,9
29,9,1,1,29,9
46,2,1,1,33,9
23,9,1,2,26,9
29,9,1,2,10,9
49,9,1,2,49,9
49,9,1,1,39,9
49,9,1,2,29,9
29,9,1,2,39,9
21,9,1,1,21,9
23,9,1,1,99,9
29,9,1,2,29,9
29,9,1,1,29,9
29,9,1,1,29,9
39,9,1,2,39,9
49,9,1,9,99,9
99,9,1,2,26,9
32,9,1,1,25,9
24,9,1,1,33,9
29,9,1,2,29,9
31,9,1,1,39,9
39,9,1,2,39,9
44,9,1,2,33,9
46,9,1,1,33,9
46,9,1,2,46,9
49,9,1,1,49,9
33,9,9,9,99,9
33,9,9,1,33,9
39,9,1,1,39,9
59,9,1,2,49,9
99,9,2,1,99,9
99,9,2,1,99,9
99,9,2,1,99,9
49,9,1,9,99,9
29,9,1,2,49,9
31,9,1,9,49,9
10,9,2,2,10,9
10,9,2,1,10,9
21,9,2,1,33,9
33,9,2,1,44,9
44,9,2,1,44,9
99,9,2,1,99,9
39,9,1,2,39,9
10,9,1,2,26,9
21,1,1,1,99,9
29,9,1,1,39,9
49,9,1,1,49,9
NA,NA,NA,2,33,9
32,1,2,1,32,9
10,2,2,2,10,9
22,2,2,1,31,9
23,2,2,1,26,9
22,3,2,1,26,9
10,9,2,1,10,9
10,9,2,1,23,9
10,9,2,1,10,9
10,9,2,1,24,9
10,9,2,1,26,9
21,9,2,9,33,9
22,9,2,1,26,9
23,9,2,1,26,9
23,9,2,1,26,9
24,9,2,1,25,9
24,9,2,1,33,9
25,9,2,1,33,9
26,9,2,1,33,9
26,9,2,1,26,9
26,9,2,2,26,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,26,9
29,9,2,2,29,9
29,9,2,1,29,9
29,9,2,1,29,9
31,9,2,1,45,9
31,9,2,1,45,9
32,9,2,1,44,9
33,9,2,2,26,9
33,9,2,2,33,9
33,9,2,1,33,9
33,9,2,1,33,9
39,9,2,1,99,9
39,9,2,1,39,9
39,9,2,2,29,9
46,9,2,1,26,9
49,9,2,2,49,9
49,2,1,9,49,9
46,9,1,9,46,9
46,9,1,2,26,9
46,9,1,2,46,9
49,9,1,1,39,9
49,9,1,2,29,9
33,9,1,2,26,9
33,9,1,2,33,9
29,9,1,2,29,9
29,9,1,1,49,9
29,3,1,1,99,9
39,9,1,2,39,9
26,9,1,1,25,9
10,2,1,2,26,9
39,9,1,2,39,9
39,9,1,1,49,9
99,1,2,1,24,1
26,3,2,1,39,1
33,9,2,2,10,1
39,3,1,2,99,1
39,4,1,2,39,1
10,3,2,1,10,1
99,1,1,1,99,1
99,2,2,2,22,1
26,2,1,1,26,1
59,1,1,2,49,1
10,1,1,2,33,1
46,1,2,1,46,1
99,1,2,2,99,1
10,1,1,2,10,1
33,2,2,2,26,1
59,2,1,1,49,1
49,3,1,1,49,1
23,3,2,2,26,1
10,1,2,2,52,1
10,1,2,2,39,1
10,1,2,2,10,1
10,1,2,1,29,1
23,1,2,2,26,1
23,1,2,1,26,1
26,1,2,2,23,1
29,1,2,2,29,1
29,1,2,2,49,1
49,1,2,2,39,1
10,2,2,9,10,1
10,2,2,1,29,1
10,2,2,1,33,1
26,2,2,1,45,1
29,2,2,2,29,1
29,2,2,1,49,1
29,2,2,2,29,1
39,2,2,2,29,1
49,2,2,2,49,1
49,2,2,2,49,1
26,3,2,2,26,1
29,3,2,2,29,1
29,3,2,2,29,1
10,9,2,1,29,1
29,9,2,1,39,1
33,9,2,2,26,1
49,1,1,1,49,1
49,1,1,2,39,1
44,2,1,2,44,1
39,2,1,1,29,1
29,9,1,2,29,1
26,2,1,1,33,1
39,4,1,2,39,1
10,1,1,1,29,1
10,2,1,2,10,1
10,2,1,1,23,1
10,3,1,1,29,1
26,2,1,1,46,1
46,2,1,1,33,1
26,1,1,2,26,1
49,1,1,1,49,1
26,3,2,1,25,1
24,4,1,2,46,1
29,9,1,9,99,1
10,2,2,1,26,1
99,2,1,1,99,1
49,1,1,1,39,1
32,3,1,1,99,1
99,1,1,9,99,1
22,1,2,1,44,1
33,1,2,1,33,1
44,1,2,9,26,1
22,2,2,2,44,1
39,2,2,2,39,1
10,9,2,1,29,1
10,9,2,2,26,1
55,3,1,2,54,1
33,1,1,1,31,1
33,1,1,1,46,1
26,9,1,2,25,1
22,1,2,1,33,1
23,1,2,2,10,1
33,1,2,2,26,1
33,1,2,1,33,1
39,1,2,1,39,1
44,1,2,1,10,1
49,1,2,2,49,1
99,1,2,2,33,1
10,2,2,2,33,1
10,2,2,9,10,1
22,2,2,2,22,1
26,2,2,2,33,1
26,2,2,2,26,1
31,2,2,2,23,1
39,2,2,2,49,1
10,3,2,2,26,1
23,3,2,2,49,1
26,3,2,1,46,1
31,3,2,2,26,1
45,3,2,2,45,1
10,4,2,1,33,1
21,9,2,2,21,1
25,9,2,1,32,1
59,2,1,2,52,1
46,1,1,1,33,1
46,3,1,2,26,1
45,1,1,1,33,1
46,2,1,2,46,1
33,3,1,1,32,1
31,1,1,1,26,1
46,1,1,1,25,1
22,2,1,1,33,1
29,2,1,1,49,1
10,2,1,2,10,1
10,3,1,1,10,1
10,2,1,1,10,1
49,2,2,9,39,2
49,2,1,2,29,2
26,2,1,2,45,2
10,2,2,1,26,2
24,2,1,2,21,2
10,2,2,2,10,2
10,2,2,1,10,2
10,2,2,1,10,2
26,2,2,1,33,2
26,2,2,1,26,2
26,2,2,1,33,2
26,2,2,1,26,2
29,2,2,1,29,2
29,2,2,1,29,2
33,2,2,1,46,2
33,2,2,1,33,2
39,2,2,1,29,2
39,2,2,1,39,2
39,2,2,1,39,2
49,2,2,1,29,2
59,2,2,1,51,2
29,9,2,1,99,2
46,2,1,1,46,2
46,2,1,1,46,2
39,1,1,1,39,2
33,2,1,1,33,2
29,2,1,2,29,2
39,2,1,2,29,2
39,2,1,2,39,2
45,2,1,1,26,2
29,2,1,2,29,2
46,2,1,2,26,2
49,2,2,1,29,2
49,2,2,1,59,2
45,2,1,1,45,2
25,2,2,2,21,2
29,2,2,1,29,2
33,2,2,1,26,2
46,2,2,1,46,2
29,1,1,1,99,2
46,2,1,2,46,2
46,2,1,2,33,2
10,2,2,2,25,2
10,2,2,1,26,2
10,2,2,2,33,2
10,2,2,1,32,2
24,2,2,1,24,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,26,2
26,2,2,1,33,2
29,2,2,1,29,2
33,2,2,1,33,2
33,2,2,1,24,2
33,2,2,1,26,2
46,2,2,1,46,2
46,2,2,1,33,2
49,2,2,1,49,2
53,2,2,1,33,2
99,2,2,1,99,2
10,3,2,2,21,2
23,9,2,1,22,2
29,2,1,2,29,2
46,2,1,1,46,2
39,2,1,2,29,2
10,2,1,2,29,2
26,2,1,2,24,2
26,2,1,2,10,2
49,2,1,2,59,2
29,1,2,1,29,3
29,3,2,1,99,3
29,9,2,1,29,3
49,3,1,1,99,3
23,3,1,1,23,3
45,3,2,2,45,3
10,3,2,1,44,3
21,3,2,1,21,3
26,3,2,1,33,3
26,3,1,1,10,3
22,3,2,1,23,3
39,3,1,1,39,3
25,3,2,1,24,3
23,1,2,1,10,3
24,1,2,2,24,3
29,1,2,1,29,3
33,2,2,1,33,3
99,2,2,1,26,3
10,3,2,2,26,3
21,3,2,1,23,3
22,3,2,1,33,3
24,3,2,1,25,3
25,3,2,1,21,3
25,3,2,1,32,3
25,3,2,1,26,3
26,3,2,1,33,3
26,3,2,2,26,3
29,3,2,1,29,3
29,3,2,1,29,3
29,3,2,1,29,3
29,3,2,1,29,3
32,3,2,1,25,3
33,3,2,1,46,3
33,3,2,2,99,3
33,3,2,1,26,3
33,3,2,2,26,3
33,3,2,1,33,3
33,3,2,9,23,3
39,3,2,1,10,3
39,3,2,1,99,3
39,3,2,1,49,3
46,3,2,2,33,3
46,3,2,1,33,3
10,9,2,9,99,3
33,9,2,1,33,3
26,2,1,1,26,3
26,3,1,2,26,3
29,3,1,2,49,3
10,3,1,1,10,3
39,3,2,9,39,3
10,2,2,1,26,3
10,2,2,1,26,3
10,3,2,1,10,3
23,3,2,1,25,3
26,3,2,1,23,3
54,3,2,2,33,3
26,3,1,1,22,3
29,3,1,2,29,3
10,2,1,1,99,3
23,3,1,2,23,3
32,3,1,1,24,3
10,2,2,1,26,3
10,3,2,1,26,3
10,3,2,2,26,3
21,3,2,1,10,3
26,3,2,1,24,3
45,3,2,2,46,3
29,3,1,2,39,3
39,3,1,2,39,3
24,2,1,1,26,3
26,2,1,1,33,3
26,3,1,2,26,3
33,3,1,1,26,3
46,3,1,2,33,3
29,3,1,2,29,3
22,4,1,1,99,3
23,2,2,2,26,3
26,2,2,2,26,3
45,2,2,1,33,3
10,3,2,1,26,3
10,3,2,2,10,3
10,3,2,1,10,3
10,3,2,1,26,3
10,3,2,2,10,3
10,3,2,1,26,3
10,3,2,1,26,3
21,3,2,1,10,3
22,3,2,1,22,3
22,3,2,1,22,3
23,3,2,1,31,3
23,3,2,1,32,3
23,3,2,1,26,3
23,3,2,1,33,3
23,3,2,1,33,3
24,3,2,1,33,3
25,3,2,1,26,3
25,3,2,1,33,3
26,3,2,1,26,3
26,3,2,1,26,3
26,3,2,1,26,3
26,3,2,1,10,3
26,3,2,1,33,3
26,3,2,1,26,3
26,3,2,1,24,3
26,3,2,1,33,3
29,3,2,1,29,3
31,3,2,1,32,3
31,3,2,1,33,3
31,3,2,1,26,3
32,3,2,1,10,3
32,3,2,1,33,3
32,3,2,2,26,3
33,3,2,1,25,3
33,3,2,2,33,3
33,3,2,1,33,3
33,3,2,1,33,3
39,3,2,1,39,3
45,3,2,1,33,3
45,3,2,1,45,3
45,3,2,1,44,3
46,3,2,1,46,3
46,3,2,1,46,3
33,3,1,2,10,3
49,3,1,1,33,3
46,3,1,2,33,3
26,3,1,1,26,3
26,3,1,1,33,3
26,3,1,2,23,3
26,3,1,2,23,3
33,3,1,1,33,3
26,3,1,2,26,3
23,3,1,2,33,3
26,3,1,2,10,3
26,3,1,2,33,3
33,3,1,2,25,3
33,3,1,1,31,3
10,2,1,1,23,3
21,3,1,2,21,3
23,3,1,2,23,3
32,3,1,2,33,3
10,1,1,2,33,3
10,3,1,2,26,3
23,5,1,1,26,5
26,5,2,1,26,5
49,9,1,9,10,5
39,9,1,1,29,5
10,5,2,1,25,5
24,5,2,1,33,5
26,5,2,1,26,5
31,5,2,1,31,5
33,5,2,1,33,5
46,5,2,2,46,5
46,5,2,1,33,5
45,5,1,1,45,5
45,5,1,2,45,5
22,5,1,2,26,5
49,5,1,1,49,5
32,5,1,2,22,5
10,9,2,1,10,9
26,9,2,1,29,9
39,9,2,9,29,9
49,9,2,1,39,9
49,9,2,1,26,9
99,9,2,9,99,9
99,9,2,1,39,9
39,9,1,1,29,9
29,9,1,2,39,9
99,9,2,1,99,9
33,2,1,2,32,9
23,9,1,1,26,9
46,9,1,1,33,9
26,2,2,1,10,9
29,9,2,1,29,9
99,4,1,9,10,9
49,9,1,1,49,9
49,9,1,1,29,9
33,9,2,1,33,9
21,9,1,2,23,9
23,9,2,1,32,9
33,9,2,2,26,9
49,9,2,1,29,9
10,1,2,2,39,9
10,1,2,2,23,9
10,1,2,2,29,9
29,1,2,2,29,9
39,1,2,9,39,9
10,2,2,2,29,9
10,2,2,2,10,9
26,2,2,1,26,9
29,2,2,1,39,9
10,3,2,1,29,9
59,4,2,2,39,9
10,9,2,2,21,9
10,9,2,9,10,9
10,9,2,1,39,9
10,9,2,2,23,9
21,9,2,1,33,9
22,9,2,2,29,9
22,9,2,1,26,9
24,9,2,1,44,9
25,9,2,2,26,9
26,9,2,1,33,9
26,9,2,1,26,9
26,9,2,2,10,9
26,9,2,2,26,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,26,9
29,9,2,1,29,9
29,9,2,9,39,9
29,9,2,1,39,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,49,9
29,9,2,1,29,9
29,9,2,1,39,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,29,9
29,9,2,1,39,9
31,9,2,1,26,9
32,9,2,1,33,9
32,9,2,1,25,9
32,9,2,1,45,9
32,9,2,1,32,9
33,9,2,1,46,9
33,9,2,1,22,9
33,9,2,1,44,9
33,9,2,1,33,9
33,9,2,1,26,9
33,9,2,1,99,9
33,9,2,2,33,9
33,9,2,1,45,9
33,9,2,1,33,9
39,9,2,1,39,9
39,9,2,1,26,9
39,9,2,9,39,9
39,9,2,1,39,9
39,9,2,9,99,9
45,9,2,1,32,9
46,9,2,2,33,9
46,9,2,1,33,9
46,9,2,1,23,9
49,9,2,1,49,9
49,9,2,2,49,9
49,9,2,1,49,9
49,9,2,2,49,9
49,9,2,2,49,9
49,9,2,1,49,9
49,9,2,1,32,9
99,9,2,2,10,9
99,9,2,9,99,9
99,9,2,9,99,9
99,9,2,9,99,9
59,9,1,1,59,9
49,9,1,9,99,9
49,9,1,9,29,9
59,9,1,1,49,9
39,9,1,2,49,9
49,9,1,1,49,9
39,9,1,1,39,9
33,9,1,1,32,9
46,9,1,1,26,9
45,9,1,1,45,9
32,1,1,1,99,9
26,9,1,2,33,9
39,9,1,9,99,9
39,9,1,2,39,9
39,9,1,1,10,9
49,9,1,1,39,9
49,9,1,9,99,9
49,9,1,2,29,9
39,9,1,1,29,9
49,9,1,2,39,9
33,9,1,2,26,9
39,9,1,2,39,9
33,9,1,1,26,9
46,2,1,1,99,9
46,9,1,2,46,9
33,9,1,2,33,9
49,1,1,2,29,9
99,2,1,9,99,9
29,9,1,1,49,9
33,9,1,2,49,9
39,9,1,2,10,9
44,9,1,1,45,9
45,9,1,9,46,9
49,9,1,1,99,9
59,9,1,1,49,9
59,9,1,1,45,9
29,9,1,1,29,9
39,9,1,2,99,9
45,9,1,2,33,9
99,9,9,9,99,9
49,9,1,1,49,9
10,9,2,1,24,9
49,5,2,1,49,9
33,9,2,1,26,9
39,9,1,1,39,9
10,1,1,9,99,9
NA,NA,NA,9,26,9
10,1,2,9,99,9
21,1,2,1,31,9
10,9,2,1,10,9
10,9,2,1,10,9
21,9,2,2,21,9
26,9,2,1,33,9
26,9,2,2,10,9
29,9,2,2,29,9
29,9,2,1,99,9
31,9,2,1,45,9
32,9,2,1,26,9
39,9,2,1,49,9
99,9,2,1,99,9
49,9,1,2,49,9
33,9,1,2,33,9
39,9,1,1,49,9
44,9,1,1,44,9
39,9,1,2,39,9
99,9,1,9,99,9
10,9,1,1,10,9
49,3,1,1,49,9
10,9,9,9,99,9
39,9,1,1,39,9
NA,NA,NA,1,33,9
10,2,2,1,26,9
10,3,2,2,29,9
10,9,2,2,21,9
10,9,2,1,52,9
10,9,2,1,26,9
10,9,2,1,23,9
22,9,2,1,31,9
23,9,2,2,26,9
23,9,2,1,31,9
24,9,2,1,26,9
24,9,2,1,31,9
26,9,2,1,31,9
26,9,2,1,26,9
26,9,2,1,26,9
26,9,2,1,33,9
29,9,2,1,29,9
32,9,2,2,10,9
32,9,2,1,32,9
32,9,2,1,26,9
32,9,2,1,26,9
33,9,2,1,26,9
33,9,2,1,26,9
33,9,2,1,10,9
33,9,2,1,33,9
33,9,2,9,26,9
39,9,2,1,39,9
46,9,2,1,46,9
29,9,1,1,29,9
33,9,1,2,44,9
99,9,1,1,99,9
33,9,1,2,33,9
45,9,1,1,45,9
49,9,1,2,49,9
49,9,1,1,49,9
49,9,1,2,23,9
45,3,1,1,33,9
29,9,1,2,10,9
32,9,1,2,33,9
33,9,1,1,33,9
25,9,1,2,23,9
46,9,1,2,33,9
10,9,1,1,24,9
10,1,1,1,10,9
29,9,1,2,49,9
45,9,1,2,26,9
10,9,1,1,10,9
10,1,2,2,10,1
10,2,2,2,10,1
29,2,2,9,99,1
26,3,2,9,26,1
32,9,2,1,22,1
99,9,1,9,29,1
49,2,1,1,49,1
46,1,1,1,32,1
39,2,1,2,10,1
39,1,1,2,29,1
39,1,9,9,29,1
53,1,9,9,49,1
29,1,2,1,39,1
10,2,2,2,29,1
10,1,1,2,32,1
10,1,2,9,45,1
26,2,2,1,26,1
26,2,2,1,49,1
10,3,2,2,10,1
44,2,1,2,26,1
49,1,1,9,39,1
23,1,2,1,49,1
32,2,2,1,26,1
45,1,2,1,25,1
26,9,2,2,33,1
29,1,2,1,29,1
46,2,2,2,45,1
46,2,1,2,54,1
29,NA,2,2,29,1
10,1,2,1,26,1
10,1,2,1,22,1
10,1,2,1,33,1
10,1,2,1,33,1
10,1,2,2,10,1
22,1,2,1,22,1
23,1,2,1,24,1
24,1,2,1,23,1
26,1,2,2,26,1
26,1,2,1,26,1
29,1,2,2,29,1
29,1,2,9,39,1
29,1,2,1,10,1
29,1,2,9,29,1
31,1,2,1,33,1
32,1,2,2,26,1
33,1,2,2,33,1
33,1,2,2,33,1
33,1,2,1,45,1
49,1,2,1,49,1
49,1,2,2,39,1
59,1,2,2,49,1
10,2,2,2,39,1
10,2,2,2,49,1
10,2,2,1,29,1
10,2,2,2,39,1
10,2,2,2,10,1
10,2,2,1,24,1
10,2,2,2,33,1
10,2,2,1,99,1
10,2,2,9,10,1
10,2,2,2,26,1
10,2,2,2,29,1
22,2,2,1,26,1
23,2,2,1,26,1
23,2,2,1,10,1
26,2,2,1,33,1
29,2,2,1,29,1
49,2,2,2,29,1
10,4,2,2,31,1
10,9,2,2,10,1
10,9,2,1,39,1
22,9,2,2,22,1
26,9,2,1,49,1
49,9,2,2,26,1
99,9,2,1,99,1
49,5,1,2,49,1
49,1,1,2,49,1
53,1,1,2,49,1
59,9,1,1,59,1
31,1,1,2,26,1
29,1,1,1,39,1
29,1,1,1,39,1
39,1,1,2,39,1
49,2,1,2,49,1
49,2,1,1,33,1
29,3,1,2,29,1
26,9,1,2,26,1
23,1,1,1,26,1
29,1,1,1,29,1
33,1,1,2,46,1
22,2,1,1,22,1
23,2,1,1,26,1
26,2,1,1,26,1
29,2,1,1,29,1
33,2,1,1,33,1
10,9,1,1,22,1
10,2,1,1,22,1
46,1,1,2,99,1
49,3,1,1,49,1
29,2,1,1,49,1
10,1,1,1,46,1
10,2,1,1,45,1
10,2,1,1,26,1
10,2,1,1,10,1
10,2,1,1,10,1
24,2,1,1,23,1
46,1,1,1,46,1
29,3,1,1,39,1
99,9,1,1,99,1
29,1,9,9,29,1
10,2,2,1,10,1
10,2,2,2,10,1
26,3,2,1,23,1
45,1,2,1,33,1
10,2,2,1,26,1
29,2,2,2,49,1
49,2,2,1,39,1
26,2,1,2,22,1
NA,NA,NA,2,46,1
23,1,2,2,26,1
29,1,2,2,39,1
33,2,2,1,49,1
29,9,2,1,49,1
26,2,1,2,33,1
10,1,1,2,39,1
39,1,1,1,29,1
10,1,2,2,32,1
59,1,2,2,49,1
99,1,2,1,99,1
10,2,2,1,26,1
31,2,2,1,26,1
33,2,2,2,10,1
31,9,2,1,23,1
24,1,1,1,26,1
45,2,1,2,33,1
39,2,1,1,39,1
24,2,1,1,26,1
26,2,1,1,26,1
NA,NA,NA,1,33,1
10,1,2,1,24,1
10,1,2,1,10,1
10,1,2,1,26,1
23,1,2,1,33,1
26,1,2,1,32,1
29,1,2,1,22,1
33,1,2,2,32,1
39,1,2,9,33,1
39,1,2,1,29,1
44,1,2,1,45,1
46,1,2,2,46,1
46,1,2,1,45,1
10,2,2,2,21,1
10,2,2,2,39,1
10,2,2,2,32,1
21,2,2,2,26,1
22,2,2,1,26,1
26,2,2,1,23,1
26,2,2,2,26,1
26,2,2,1,31,1
29,2,2,2,39,1
31,2,2,1,46,1
45,2,2,2,26,1
46,2,2,2,46,1
52,2,2,2,33,1
10,3,2,1,29,1
25,3,2,2,10,1
26,3,2,2,46,1
26,3,2,2,33,1
33,3,2,1,10,1
10,9,2,2,23,1
10,9,2,2,39,1
10,9,2,1,22,1
10,9,2,1,25,1
21,9,2,2,21,1
23,9,2,1,33,1
33,9,2,2,45,1
49,9,2,1,49,1
46,2,1,2,56,1
59,2,1,2,49,1
46,1,1,1,33,1
46,1,1,1,33,1
26,2,1,2,33,1
99,1,1,1,99,1
33,2,1,2,44,1
10,1,1,2,10,1
26,1,1,1,26,1
29,1,1,1,39,1
22,2,1,2,26,1
29,2,1,2,29,1
29,1,1,2,39,1
23,3,1,2,46,1
23,2,1,9,23,1
26,9,1,2,26,1
26,1,1,2,26,1
22,1,1,2,44,1
10,1,1,1,10,1
10,2,1,1,24,1
10,2,1,1,10,1
10,2,1,1,10,1
10,3,1,2,26,1
10,3,1,2,10,1
10,9,1,1,10,1
26,1,1,1,26,1
99,1,1,1,99,1
45,1,1,2,26,1
99,NA,2,9,99,2
23,2,2,1,32,2
26,2,2,1,26,2
39,2,2,1,29,2
39,2,2,2,39,2
49,2,2,1,49,2
49,2,1,1,39,2
49,2,1,2,39,2
26,2,2,1,26,2
46,2,2,2,46,2
22,1,2,2,22,2
29,1,2,2,29,2
33,1,2,2,44,2
49,1,2,2,49,2
10,2,2,1,24,2
10,2,2,1,22,2
10,2,2,1,29,2
26,2,2,1,26,2
26,2,2,1,26,2
29,2,2,1,29,2
29,2,2,2,39,2
29,2,2,1,29,2
29,2,2,1,29,2
33,2,2,1,45,2
33,2,2,1,33,2
33,2,2,1,26,2
39,2,2,1,49,2
39,2,2,1,39,2
46,2,2,9,26,2
46,2,2,1,33,2
46,2,2,1,46,2
49,2,2,1,49,2
49,2,2,1,39,2
49,2,2,1,49,2
49,2,2,1,49,2
59,9,2,9,26,2
56,2,1,2,54,2
56,2,1,2,54,2
49,2,1,2,29,2
32,2,1,1,33,2
32,1,1,2,46,2
25,2,1,2,33,2
39,2,1,2,29,2
29,2,1,2,29,2
21,2,1,1,46,2
10,2,1,1,26,2
49,2,1,2,49,2
57,2,1,2,46,2
10,2,9,2,10,2
49,2,9,2,49,2
49,2,9,9,39,2
99,2,9,9,99,2
23,2,1,2,21,2
29,1,1,1,29,2
22,2,2,2,25,2
26,2,2,1,99,2
26,2,2,1,26,2
32,2,2,1,22,2
33,2,2,1,46,2
55,2,2,2,55,2
45,2,1,1,26,2
46,2,1,1,46,2
46,2,1,1,32,2
10,2,1,2,10,2
33,2,1,2,33,2
46,2,1,2,39,2
10,1,2,2,10,2
10,1,2,2,46,2
24,1,2,1,46,2
10,2,2,2,10,2
10,2,2,1,24,2
10,2,2,2,26,2
21,2,2,1,26,2
21,2,2,1,21,2
22,2,2,2,23,2
22,2,2,1,26,2
23,2,2,1,33,2
23,2,2,1,33,2
23,2,2,1,26,2
23,2,2,1,22,2
26,2,2,1,26,2
